#OTU ID	ERR505083	ERR505084	ERR505085	ERR505086	ERR505087	ERR505088	ERR505089	ERR505090	ERR505091	ERR505092	ERR505093	ERR505094	ERR505095	ERR505096	ERR505097	ERR505098	ERR505099	ERR505100	ERR505101	ERR505102	ERR505103	ERR505104	ERR505105	ERR505106	ERR671910	ERR671913	ERR671914	ERR671915	ERR671916	ERR671917	ERR671923	ERR671925	ERR671929	ERR671930	ERR671931	ERR671932	ERR671934	ERR671935	ERR671936	ERR671939	ERR687883	ERR687885	ERR687887	ERR687890	ERR687892	ERR687895	ERR687896	ERR687897	SRR1950687	SRR1950688	SRR1950689	SRR1950694	SRR1950695	SRR1950701	SRR1950711	SRR1950716	SRR1950717	SRR1950724	SRR1950729	SRR1950730	SRR1950731	SRR1950736	SRR1950744	SRR1950747	SRR1950748	SRR1950749	SRR1950758	SRR1950762	SRR1950768	SRR1950769	SRR1950776	SRR1950777	SRR6853342	SRR6853343	SRR6853344	SRR6853345	SRR6853346	SRR6853347	SRR6853348	SRR6853349	SRR6853350	SRR6853351	SRR6853352	SRR6853353	SRR6853354	SRR6853355	SRR6853356	SRR6853357	SRR6853358	SRR6853359	SRR6853360	SRR6853361	SRR6853362	SRR6853363	SRR6853364	SRR6853365	SRR6853366	SRR6853367	SRR6853368	SRR6853369	SRR6853370	SRR6853371	SRR6853372	SRR6853373	SRR6853374	SRR6853375	SRR6853376	SRR6853377	SRR6853378	SRR6853379	SRR6853380	SRR6853381	SRR6853382	SRR6853383
Haemoproteus anatolicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemoproteus columbae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemoproteus ilanpapernai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Haemoproteus sp. HM	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemoproteus sp. JMC-2016a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemoproteus sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemoproteus syrnii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemoproteus tartakovskyi	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parahaemoproteus sp. CP-2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucocytozoon buteonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucocytozoon caulleryi	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucocytozoon sabrazesi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucocytozoon sp. CP-2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucocytozoon sp. MAP-2016a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucocytozoon sp. ZOBOR09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucocytozoon sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatocystis sp. 1 JS-2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Hepatocystis sp. LDFB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatocystis sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium atheruri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium berghei	32	69	65	60	7	36	201	8	8	65	32	15	84	6	35	64	12	36	20	1001	3	8	42	39	51	19	15	18	16	10	28	23	42	5	14	23	17	27	14	36	33	21	16	15	32	21	21	71	546	0	1277	1	882	434	1037	541	980	1312	616	213	251	661	1074	1673	1887	1469	1335	835	747	989	1417	744	1	0	2	3	4	0	0	0	86	12	3	3	1	3	3	6	0	0	3	96	5	20	12	63	1075	17	196	1	1	32	2	2	120	71	1	1	1	2	0	68	8	13
Plasmodium billbrayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium cf. vivax FP-2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium cf. vivax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium chabaudi	61	100	34	29	28	47	74	9	13	21	20	14	59	21	15	17	27	35	90	267	13	9	37	14	48	28	23	22	33	26	32	29	39	29	17	34	24	12	13	29	28	32	23	30	40	20	21	58	191	0	515	1	465	149	365	195	329	470	200	56	118	218	319	550	505	471	424	215	306	309	449	267	2	13	3	7	19	1	6	13	37	2	5	25	11	0	2	2	0	1	2	24	5	52	12	38	243	8	75	0	19	41	0	2	55	23	5	0	0	6	0	65	31	25
Plasmodium coatneyi	5	9	3	3	1	2	5	1	4	0	1	2	0	1	1	0	0	4	0	5	0	0	12	5	68	33	50	41	50	60	66	41	63	35	42	55	44	51	64	41	51	63	48	48	52	57	45	57	5	3	15	0	5	5	7	9	9	20	5	4	2	9	13	24	16	20	12	4	0	7	13	4	3	0	1	7	31	2	0	8	4	1	13	4	49	1	1	0	1	0	0	12	19	2	21	4	17	0	3	8	0	0	0	0	2	0	0	0	0	1	2	8	1	41
Plasmodium cynomolgi	2	8	4	6	22	1	3	0	5	2	0	1	41	49	60	79	4	6	0	8	0	1	7	1	64	70	66	61	72	86	76	79	84	56	63	77	62	72	52	78	83	78	58	73	56	72	65	78	10	3	11	0	18	4	12	6	15	22	15	7	6	7	29	27	19	13	12	3	10	7	10	7	3	0	21	4	14	0	0	13	1	44	7	2	3	2	0	0	0	0	0	21	12	3	12	6	29	17	8	0	0	2	0	1	22	2	1	0	1	0	1	51	0	42
Plasmodium falciparum	252	853	602	657	38	332	2644	103	211	1178	416	236	562	25	166	254	210	269	222	7512	62	61	67	265	78	61	62	64	63	63	101	67	84	70	40	78	62	73	65	98	79	88	81	77	56	65	53	90	7813	16	21217	26	17065	6184	19652	6961	12992	20695	11386	3857	5002	11757	14981	25104	25424	20378	18718	10800	11071	14226	19360	11540	3	6	3	21	51	21	3	19	1312	11	19	13	16	55	40	48	0	2	57	885	177	90	58	855	17455	165	2638	10	45	1022	36	27	3269	1071	54	2	1	86	5	1557	166	128
Plasmodium fieldi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	1	2	2	0	0	0	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium fragile	4	6	12	20	1	12	4	14	4	5	0	2	31	13	0	0	1	3	14	8	1	9	1	4	73	55	46	52	71	88	68	70	73	50	60	69	57	56	63	64	73	70	55	62	75	41	38	71	12	0	15	0	9	21	19	10	10	28	8	5	5	15	10	8	12	10	13	7	15	14	20	10	0	0	5	1	1	1	0	6	1	10	9	3	3	0	0	0	0	0	0	4	2	2	4	1	16	3	2	0	0	0	0	2	4	3	0	0	0	0	1	10	1	19
Plasmodium gaboni	2	7	17	7	1	7	2	2	0	3	4	0	3	1	2	6	2	3	3	19	8	10	1	1	28	21	12	20	11	12	20	11	23	14	6	13	5	6	9	18	15	17	16	13	33	16	18	24	16	0	29	0	20	6	21	7	35	27	11	12	4	11	20	21	20	31	31	13	52	17	18	20	0	0	0	34	30	0	0	3	1	0	1	0	8	0	0	0	0	0	0	1	25	1	2	9	18	0	4	0	0	1	0	0	2	1	0	2	0	0	0	2	1	2
Plasmodium gallinaceum	8	14	10	1	5	10	16	9	20	33	148	33	30	36	8	9	8	14	13	10	1	3	11	4	19	15	27	11	12	13	17	17	17	19	11	8	19	13	18	27	25	19	16	22	18	14	19	20	5	0	9	0	3	2	12	5	2	23	8	1	2	8	7	17	21	12	16	16	6	26	10	3	0	0	0	28	39	4	0	1	0	3	1	3	5	0	0	0	0	0	0	2	36	1	5	9	8	0	0	2	0	0	0	0	3	0	0	0	0	0	0	2	0	0
Plasmodium giganteum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium gonderi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium hylobati	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	2	1	0	2	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium inui	25	61	58	39	7	19	121	5	35	75	23	12	52	5	4	5	8	20	10	392	1	2	4	16	79	63	56	62	72	75	77	77	78	59	58	79	89	81	63	73	67	73	64	43	64	48	55	70	347	1	938	2	796	284	904	284	537	941	529	184	241	540	673	1172	1055	950	761	474	440	637	798	539	8	0	4	15	52	20	0	42	60	50	29	8	74	3	1	0	1	0	0	86	41	13	47	39	760	9	83	5	4	36	118	2	203	49	1	94	0	4	1	135	10	62
Plasmodium juxtanucleare	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium knowlesi	9	21	8	12	7	7	29	4	21	27	15	8	12	0	18	3	3	14	9	223	1	1	5	9	45	43	47	46	56	59	56	56	61	38	47	61	51	41	47	58	69	56	45	56	56	59	51	42	41	0	108	0	56	18	95	45	148	112	48	22	31	60	114	177	157	163	174	98	45	118	207	84	4	0	0	24	43	0	0	7	1	22	8	4	16	4	0	0	0	0	0	14	19	2	14	11	64	1	39	2	0	1	0	1	1	10	0	1	0	1	0	18	0	26
Plasmodium lophurae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium malariae	54	61	28	30	3	11	17	10	49	84	7	6	21	6	4	8	4	5	19	70	6	3	11	6	61	47	64	65	49	37	72	49	65	52	48	66	47	54	48	63	65	58	36	45	51	51	56	63	128	13	314	3	232	122	328	134	185	340	156	53	98	181	203	398	401	233	244	142	132	187	257	182	5	0	1	2	1	8	1	4	13	5	10	1	19	3	0	0	1	0	1	16	8	4	15	10	151	1	41	0	0	13	13	0	31	12	1	2	0	1	1	20	2	4
Plasmodium ovale	3182	8079	7449	7660	502	4364	29402	1274	1225	11333	5281	2813	9157	262	1661	2105	2209	4113	2433	104401	871	671	1141	4331	234	168	199	201	212	204	267	201	246	187	223	178	211	228	194	222	234	218	203	192	224	198	187	248	82777	206	234680	231	181240	63097	200620	74541	146877	225923	113953	37822	51432	125714	159731	264632	271380	214593	191358	116962	111939	146003	203449	124632	20	41	100	180	433	255	39	274	15985	184	215	178	116	771	522	407	11	20	536	8135	1626	1018	375	10904	177956	2263	29489	137	416	11976	524	344	36418	12124	544	21	17	825	53	19229	2036	1437
Plasmodium reichenowi	13	19	17	19	5	28	117	20	59	120	8	5	62	34	6	9	4	7	29	171	4	1	10	10	49	23	13	12	7	6	24	15	34	14	20	22	15	16	9	30	25	13	15	19	35	17	14	52	195	1	534	1	558	102	403	144	285	510	177	52	100	224	275	402	544	363	326	188	243	271	341	282	1	0	0	0	5	1	0	3	52	16	6	4	1	2	2	1	0	0	1	21	11	6	3	30	343	11	101	0	2	38	2	0	75	37	1	0	0	3	0	55	8	13
Plasmodium relictum	206	88	8	5	11	5	6	32	21	22	74	62	21	7	77	57	10	19	5	15	1	5	76	2	23	10	10	14	15	20	32	18	38	31	33	25	22	14	21	28	35	36	33	23	16	10	10	20	5	0	12	0	5	2	8	7	19	12	8	1	1	6	13	23	14	13	16	6	10	14	13	11	0	0	0	2	5	1	0	2	2	3	0	0	6	1	0	0	0	0	0	8	4	1	3	1	14	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	4
Plasmodium simiovale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium sp. DRC-Itaito	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium sp. PA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium sp. PCSD-2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium sp. VS28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium sp. circ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium sp. gorilla clade G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium sp. gorilla clade G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmodium vinckei	51	99	4	7	0	1	6	4	3	3	5	0	6	1	1	3	5	5	0	10	2	0	0	1	13	13	11	6	13	5	13	12	14	13	9	14	13	13	10	12	11	17	9	17	14	16	12	19	3	0	10	0	2	7	2	3	13	9	5	3	1	4	1	21	10	9	12	5	8	9	8	2	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	5	0	3	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0
Plasmodium vivax	246	671	786	831	44	392	2614	106	84	875	481	287	665	16	101	163	180	326	243	9141	77	59	102	327	218	163	193	179	195	202	241	178	289	143	171	244	183	194	213	226	203	250	188	176	186	165	181	199	8167	83	23402	31	17733	6700	21332	7579	14299	22490	12698	4278	5488	13308	16120	28010	27486	21895	20228	11911	11197	14735	21116	12312	5	3	11	17	73	23	2	26	1827	25	33	14	60	84	49	41	1	0	44	957	193	95	63	874	18910	194	2841	14	42	1319	56	52	4011	1274	66	2	4	86	3	2166	179	193
